activity_nr,opt_type,opt_id,opt_value,opt_info_id,load_dt
336436787,N,6,422686,,2020-08-17 00:28:11 EDT
336437595,N,1,641958,,2020-08-17 00:28:11 EDT
336437793,N,1,643779,,2020-08-17 00:28:11 EDT
336437983,N,16,RESCON,,2020-08-17 00:28:11 EDT
336438585,N,16,RESCON,,2020-08-17 00:28:11 EDT
336438783,N,1,643878,,2020-08-17 00:28:11 EDT
336439187,N,1,633338,,2020-08-17 00:28:11 EDT
336439187,N,14,"FOCUS,C,NNN",,2020-08-17 00:28:11 EDT
336439583,N,1,643958,,2020-08-17 00:28:11 EDT
336439989,N,1,643998,,2020-08-17 00:28:11 EDT
336439989,N,6,123456,,2020-08-17 00:28:11 EDT
336439997,N,1,643999,,2020-08-17 00:28:11 EDT
336439997,N,6,123456,,2020-08-17 00:28:11 EDT
336441183,N,2,BLOOD,,2020-08-17 00:28:11 EDT
336441183,N,16,NURSING,,2020-08-17 00:28:11 EDT
336442587,N,1,644258,,2020-08-17 00:28:11 EDT
336442793,N,6,123456,,2020-08-17 00:28:11 EDT
336442793,N,1,644279,,2020-08-17 00:28:11 EDT
336443189,N,3,BACK,,2020-08-17 00:28:11 EDT
336443585,N,1,644358,,2020-08-17 00:28:11 EDT
336443999,N,1,639278,,2020-08-17 00:28:11 EDT
336443999,N,6,555551,,2020-08-17 00:28:11 EDT
336444195,N,16,LEAD,,2020-08-17 00:28:11 EDT
336444385,N,1,642258,,2020-08-17 00:28:11 EDT
336444385,N,16,RESCON,,2020-08-17 00:28:11 EDT
336444385,N,16,SINGFAM,,2020-08-17 00:28:11 EDT
336444781,N,1,644478,,2020-08-17 00:28:11 EDT
336444989,N,16,SINGFAM,,2020-08-17 00:28:11 EDT
336444989,N,16,RESCON,,2020-08-17 00:28:11 EDT
336444989,N,1,642258,,2020-08-17 00:28:11 EDT
336445184,N,1,644518,,2020-08-17 00:28:11 EDT
336445986,N,5,IAQPEL,,2020-08-17 00:28:11 EDT
336445986,N,6,LAB,,2020-08-17 00:28:11 EDT
336445986,N,16,LEAD,,2020-08-17 00:28:11 EDT
336446380,N,6,733871,,2020-08-17 00:28:11 EDT
336446380,N,14,"FOCUS,C,3",,2020-08-17 00:28:11 EDT
336446380,N,1,644638,,2020-08-17 00:28:11 EDT
336446380,N,2,ARRA,,2020-08-17 00:28:11 EDT
336446588,N,1,644658,,2020-08-17 00:28:11 EDT
336446588,N,6,123456,,2020-08-17 00:28:11 EDT
336446786,N,1,644678,,2020-08-17 00:28:11 EDT
336446984,N,1,555651,,2020-08-17 00:28:11 EDT
336446984,N,6,555553,,2020-08-17 00:28:11 EDT
336447180,N,1,644718,,2020-08-17 00:28:11 EDT
336447180,N,6,123456,,2020-08-17 00:28:11 EDT
336447388,N,3,BACK,,2020-08-17 00:28:11 EDT
336447586,N,1,644758,,2020-08-17 00:28:11 EDT
336447982,N,1,644798,,2020-08-17 00:28:11 EDT
336447982,N,6,123456,,2020-08-17 00:28:11 EDT
336448196,N,1,644819,,2020-08-17 00:28:11 EDT
336448204,N,1,644518,,2020-08-17 00:28:11 EDT
336448386,N,6,123456,,2020-08-17 00:28:11 EDT
336448386,N,1,644838,,2020-08-17 00:28:11 EDT
336448980,N,6,628080,,2020-08-17 00:28:11 EDT
336448980,N,1,634180,,2020-08-17 00:28:11 EDT
336449582,N,6,123456,,2020-08-17 00:28:11 EDT
336449582,N,1,644958,,2020-08-17 00:28:11 EDT
336450184,N,1,639958,,2020-08-17 00:28:11 EDT
336450184,N,6,515121,,2020-08-17 00:28:11 EDT
336450580,N,6,123456,,2020-08-17 00:28:11 EDT
336450580,N,16,SINGFAM,,2020-08-17 00:28:11 EDT
336450788,N,1,645078,,2020-08-17 00:28:11 EDT
336450788,N,6,123456,,2020-08-17 00:28:11 EDT
336450986,N,6,123456,,2020-08-17 00:28:11 EDT
336450986,N,1,645098,,2020-08-17 00:28:11 EDT
336451182,N,1,645118,,2020-08-17 00:28:11 EDT
336451984,N,1,645098,,2020-08-17 00:28:11 EDT
336452180,N,1,482518,,2020-08-17 00:28:11 EDT
336452388,N,1,639958,,2020-08-17 00:28:11 EDT
336452388,N,6,515121,,2020-08-17 00:28:11 EDT
336452784,N,1,645098,,2020-08-17 00:28:11 EDT
336453188,N,1,645398,,2020-08-17 00:28:11 EDT
336453386,N,6,515121,,2020-08-17 00:28:11 EDT
336453386,N,1,639958,,2020-08-17 00:28:11 EDT
336453584,N,2,HEATCON,,2020-08-17 00:28:11 EDT
336453980,N,1,645398,,2020-08-17 00:28:11 EDT
336454582,N,16,RESCON,,2020-08-17 00:28:11 EDT
336455787,N,1,645578,,2020-08-17 00:28:11 EDT
336455787,N,6,123456,,2020-08-17 00:28:11 EDT
336455803,N,1,645580,,2020-08-17 00:28:11 EDT
336456181,N,4,ATAR,,2015-12-06 01:02:48 EST
336456397,N,1,645639,,2020-08-17 00:28:11 EDT
336457189,N,3,UED,,2020-08-17 00:28:11 EDT
336457197,N,1,645719,,2020-08-17 00:28:11 EDT
336457585,N,6,CONSTR. DATES,,2020-08-17 00:28:11 EDT
336458393,N,1,645839,,2020-08-17 00:28:11 EDT
336458393,N,6,123456,,2020-08-17 00:28:11 EDT
336458799,N,11,LOG698852,,2015-12-06 01:02:48 EST
336458799,N,14,"FOCUS,S",,2015-12-06 01:02:48 EST
336458989,N,1,645898,,2020-08-17 00:28:11 EDT
336458989,N,6,414708,,2020-08-17 00:28:11 EDT
336459789,N,6,123456,,2020-08-17 00:28:11 EDT
336459789,N,1,645978,,2020-08-17 00:28:11 EDT
336459797,N,3,UED,,2020-08-17 00:28:11 EDT
336459805,N,1,645639,,2020-08-17 00:28:11 EDT
336459813,N,1,645981,,2020-08-17 00:28:11 EDT
336459813,N,6,690529,,2020-08-17 00:28:11 EDT
336459987,N,1,645998,,2020-08-17 00:28:11 EDT
336459987,N,6,123456,,2020-08-17 00:28:11 EDT
336460183,N,1,646018,,2020-08-17 00:28:11 EDT
336460183,N,6,690529,,2020-08-17 00:28:11 EDT
336460399,N,10,PHONE,,2020-08-17 00:28:11 EDT
336460597,N,1,646059,,2020-08-17 00:28:11 EDT
336460597,N,6,123456,,2020-08-17 00:28:11 EDT
336460985,N,6,447366,,2020-08-17 00:28:11 EDT
336460985,N,14,"FOCUS,C,2",,2020-08-17 00:28:11 EDT
336460993,N,1,646099,,2020-08-17 00:28:11 EDT
336461181,N,1,646118,,2020-08-17 00:28:11 EDT
336461181,N,6,123456,,2020-08-17 00:28:11 EDT
336461389,N,1,646138,,2020-08-17 00:28:11 EDT
336462189,N,1,646218,,2020-08-17 00:28:11 EDT
336462387,N,1,646238,,2020-08-17 00:28:11 EDT
336463187,N,1,646318,,2020-08-17 00:28:11 EDT
336463989,N,1,646398,,2020-08-17 00:28:11 EDT
336463989,N,6,123456,,2020-08-17 00:28:11 EDT
336464797,N,1,646479,,2020-08-17 00:28:11 EDT
336464987,N,6,446833,,2020-08-17 00:28:11 EDT
336465786,N,6,670647,,2020-08-17 00:28:11 EDT
336466388,N,1,NNNNNNNNN,,2020-08-17 00:28:11 EDT
336466388,N,6,CONSTR. DATES,,2020-08-17 00:28:11 EDT
336467188,N,2,BLOOD,,2020-08-17 00:28:11 EDT
336467188,N,3,ERGO-LTR,,2020-08-17 00:28:11 EDT
336467196,N,6,LAB,,2020-08-17 00:28:11 EDT
336467386,N,6,540303,,2020-08-17 00:28:11 EDT
336467584,N,4,VPP-P,,2020-08-17 00:28:11 EDT
336467980,N,1,646618,,2020-08-17 00:28:11 EDT
336467980,N,6,123456,,2020-08-17 00:28:11 EDT
336467998,N,1,646799,,2020-08-17 00:28:11 EDT
336467998,N,6,123456,,2020-08-17 00:28:11 EDT
336468384,N,16,SINGFAM,,2020-08-17 00:28:11 EDT
336468780,N,6,692337,,2020-08-17 00:28:11 EDT
336468988,N,1,644838,,2020-08-17 00:28:11 EDT
336469184,N,1,646918,,2020-08-17 00:28:11 EDT
336469184,N,6,123456,,2020-08-17 00:28:11 EDT
336469382,N,6,123456,,2020-08-17 00:28:11 EDT
336469382,N,16,SINGFAM,,2020-08-17 00:28:11 EDT
336469580,N,1,646958,,2020-08-17 00:28:11 EDT
336469788,N,10,IMMLANG-N,,2020-08-17 00:28:11 EDT
336469986,N,16,SINGFAM,,2020-08-17 00:28:11 EDT
336470786,N,14,"FOCUS,C,4",,2020-08-17 00:28:11 EDT
336470786,N,6,500719,,2020-08-17 00:28:11 EDT
336470984,N,1,647378,,2020-08-17 00:28:11 EDT
336471180,N,3,UED,,2020-08-17 00:28:11 EDT
336471180,N,2,BLOOD,,2020-08-17 00:28:11 EDT
336471180,N,2,TB,,2020-08-17 00:28:11 EDT
336471180,N,3,BACK,,2020-08-17 00:28:11 EDT
336471206,N,1,647120,,2020-08-17 00:28:11 EDT
336471206,N,6,123456,,2020-08-17 00:28:11 EDT
336471388,N,6,CONSTR. DATES,,2020-08-17 00:28:11 EDT
336471388,N,1,647138,,2020-08-17 00:28:11 EDT
336471586,N,6,643238,,2020-08-17 00:28:11 EDT
336471982,N,1,647198,,2020-08-17 00:28:11 EDT
336472188,N,6,520479,,2020-08-17 00:28:11 EDT
336473004,N,1,644838,,2020-08-17 00:28:11 EDT
336473012,N,6,123456,,2020-08-17 00:28:11 EDT
336473012,N,1,647301,,2020-08-17 00:28:11 EDT
336473780,N,1,647098,,2020-08-17 00:28:11 EDT
336473988,N,6,700786,,2020-08-17 00:28:11 EDT
336474986,N,6,692337,,2020-08-17 00:28:11 EDT
336475587,N,1,647558,,2020-08-17 00:28:11 EDT
336475587,N,16,RESCON,,2020-08-17 00:28:11 EDT
336475785,N,1,647578,,2020-08-17 00:28:11 EDT
336475793,N,10,PHONE,,2020-08-17 00:28:11 EDT
336476189,N,1,647618,,2020-08-17 00:28:11 EDT
336476189,N,6,123456,,2020-08-17 00:28:11 EDT
336476387,N,1,647638,,2020-08-17 00:28:11 EDT
336476387,N,6,DODGE NBR.,,2020-08-17 00:28:11 EDT
336476585,N,6,803132,,2020-08-17 00:28:11 EDT
336476981,N,1,647698,,2020-08-17 00:28:11 EDT
336476981,N,6,123456,,2020-08-17 00:28:11 EDT
336477187,N,6,803132,,2020-08-17 00:28:11 EDT
336477385,N,1,647738,,2020-08-17 00:28:11 EDT
336477799,N,6,469782,,2020-08-17 00:28:11 EDT
336477997,N,6,661955,,2020-08-17 00:28:11 EDT
336477997,N,1,647779,,2020-08-17 00:28:11 EDT
336478409,N,6,123456,,2020-08-17 00:28:11 EDT
336478409,N,1,647840,,2020-08-17 00:28:11 EDT
336478417,N,1,647841,,2020-08-17 00:28:11 EDT
336478789,N,1,647578,,2020-08-17 00:28:11 EDT
336479183,N,6,556077,,2020-08-17 00:28:11 EDT
336479183,N,1,647918,,2020-08-17 00:28:11 EDT
336479589,N,16,LEAD,,2020-08-17 00:28:11 EDT
336479589,N,6,LAB,,2020-08-17 00:28:11 EDT
336479597,N,1,647959,,2020-08-17 00:28:11 EDT
336479787,N,6,CONSTR. DATES,,2020-08-17 00:28:11 EDT
336480199,N,6,591438,,2020-08-17 00:28:11 EDT
336480397,N,1,648039,,2020-08-17 00:28:11 EDT
336480785,N,6,469782,,2020-08-17 00:28:11 EDT
336480991,N,6,469782,,2020-08-17 00:28:11 EDT
336481189,N,6,123456,,2020-08-17 00:28:11 EDT
336481189,N,1,648118,,2020-08-17 00:28:11 EDT
336481387,N,6,469782,,2020-08-17 00:28:11 EDT
336481981,N,6,123456,,2020-08-17 00:28:11 EDT
336481981,N,1,648198,,2020-08-17 00:28:11 EDT
336482187,N,6,123456,,2020-08-17 00:28:11 EDT
336482187,N,1,648218,,2020-08-17 00:28:11 EDT
336482195,N,1,648219,,2020-08-17 00:28:11 EDT
336483185,N,3,BACK,,2020-08-17 00:28:11 EDT
336483391,N,6,700786,,2020-08-17 00:28:11 EDT
336483581,N,6,449578,,2020-08-17 00:28:11 EDT
336483581,N,1,648358,,2020-08-17 00:28:11 EDT
336484381,N,3,BACK,,2020-08-17 00:28:11 EDT
336485180,N,1,645719,,2020-08-17 00:28:11 EDT
336485396,N,1,648539,,2020-08-17 00:28:11 EDT
336485586,N,2,BLOOD,,2020-08-17 00:28:11 EDT
336485784,N,6,556146,,2020-08-17 00:28:11 EDT
336485784,N,1,648578,,2020-08-17 00:28:11 EDT
336485784,N,14,"FOCUS,C,3",,2020-08-17 00:28:11 EDT
336485982,N,16,ASBESTOS,,2020-08-17 00:28:11 EDT
336486998,N,1,648699,,2020-08-17 00:28:11 EDT
336486998,N,6,614936,,2020-08-17 00:28:11 EDT
336487186,N,1,648718,,2020-08-17 00:28:11 EDT
336487194,N,6,639944,,2020-08-17 00:28:11 EDT
336487988,N,1,648358,,2020-08-17 00:28:11 EDT
336487988,N,6,449578,,2020-08-17 00:28:11 EDT
336488184,N,9,IMMINENT,,2020-08-17 00:28:11 EDT
336488580,N,2,BLOOD,,2020-08-17 00:28:11 EDT
336488598,N,6,123456,,2020-08-17 00:28:11 EDT
336488598,N,1,648859,,2020-08-17 00:28:11 EDT
336488606,N,1,648860,,2020-08-17 00:28:11 EDT
336488606,N,6,614936,,2020-08-17 00:28:11 EDT
336488622,N,6,408030,,2020-08-17 00:28:11 EDT
336488622,N,1,648862,,2020-08-17 00:28:11 EDT
336488788,N,1,648878,,2020-08-17 00:28:11 EDT
336488788,N,6,123456,,2020-08-17 00:28:11 EDT
336488796,N,6,639944,,2020-08-17 00:28:11 EDT
336489182,N,1,648918,,2020-08-17 00:28:11 EDT
336489182,N,6,123456,,2020-08-17 00:28:11 EDT
336489380,N,1,648938,,2020-08-17 00:28:11 EDT
336489786,N,6,123456,,2020-08-17 00:28:11 EDT
336489786,N,1,648978,,2020-08-17 00:28:11 EDT
336489984,N,1,648998,,2020-08-17 00:28:11 EDT
336489984,N,6,417135,,2020-08-17 00:28:11 EDT
336490198,N,1,649019,,2020-08-17 00:28:11 EDT
336490198,N,6,614936,,2020-08-17 00:28:11 EDT
336490982,N,1,649898,,2020-08-17 00:28:11 EDT
336490982,N,16,SINGFAM,,2020-08-17 00:28:11 EDT
336491188,N,1,648862,,2020-08-17 00:28:11 EDT
336491188,N,6,408030,,2020-08-17 00:28:11 EDT
336491386,N,1,649138,,2020-08-17 00:28:11 EDT
336491782,N,1,NNNNNNNNN,,2020-08-17 00:28:11 EDT
336491782,N,6,DODGE NBR.,,2020-08-17 00:28:11 EDT
336491980,N,6,639944,,2020-08-17 00:28:11 EDT
336492186,N,1,649218,,2020-08-17 00:28:11 EDT
336492186,N,6,614936,,2020-08-17 00:28:11 EDT
336492384,N,1,649238,,2020-08-17 00:28:11 EDT
336492384,N,6,123456,,2020-08-17 00:28:11 EDT
336492798,N,1,649279,,2020-08-17 00:28:11 EDT
336492988,N,3,OTHER,,2020-08-17 00:28:11 EDT
336492988,N,16,NURSING,,2020-08-17 00:28:11 EDT
336493184,N,4,ATAR,,2020-08-17 00:28:11 EDT
336493580,N,1,649358,,2020-08-17 00:28:11 EDT
336493580,N,6,123456,,2020-08-17 00:28:11 EDT
336493598,N,1,649359,,2020-08-17 00:28:11 EDT
336493598,N,6,614936,,2020-08-17 00:28:11 EDT
336493788,N,6,123456,,2020-08-17 00:28:11 EDT
336493788,N,1,649378,,2020-08-17 00:28:11 EDT
336493986,N,6,639944,,2020-08-17 00:28:11 EDT
336494182,N,1,649418,,2020-08-17 00:28:11 EDT
336494190,N,6,614936,,2020-08-17 00:28:11 EDT
336494190,N,1,649419,,2020-08-17 00:28:11 EDT
336494380,N,6,408030,,2020-08-17 00:28:11 EDT
336494380,N,1,648862,,2020-08-17 00:28:11 EDT
336494588,N,4,ATAR,,2020-08-17 00:28:11 EDT
336494786,N,6,614936,,2020-08-17 00:28:11 EDT
336494786,N,1,649478,,2020-08-17 00:28:11 EDT
336494984,N,6,123456,,2020-08-17 00:28:11 EDT
336494984,N,1,649498,,2020-08-17 00:28:11 EDT
336495189,N,16,SINGFAM,,2020-08-17 00:28:11 EDT
336495189,N,1,649518,,2020-08-17 00:28:11 EDT
336495395,N,6,449578,,2020-08-17 00:28:11 EDT
336495395,N,1,648358,,2020-08-17 00:28:11 EDT
336495403,N,1,649540,,2020-08-17 00:28:11 EDT
336495411,N,2,BLOOD,,2020-08-17 00:28:11 EDT
336495437,N,1,649543,,2020-08-17 00:28:11 EDT
336495437,N,6,123456,,2020-08-17 00:28:11 EDT
336495445,N,16,LEAD,,2020-08-17 00:28:11 EDT
336495585,N,6,614936,,2020-08-17 00:28:11 EDT
336495585,N,1,649558,,2020-08-17 00:28:11 EDT
336495981,N,6,123456,,2020-08-17 00:28:11 EDT
336495981,N,1,649598,,2020-08-17 00:28:11 EDT
336496187,N,6,692337,,2020-08-17 00:28:11 EDT
336496385,N,6,408030,,2020-08-17 00:28:11 EDT
336496385,N,1,648862,,2020-08-17 00:28:11 EDT
336496591,N,10,IMMLANG-N,,2020-08-17 00:28:11 EDT
336496781,N,6,449578,,2020-08-17 00:28:11 EDT
336496781,N,1,648358,,2020-08-17 00:28:11 EDT
336496989,N,16,SINGFAM,,2020-08-17 00:28:11 EDT
336496989,N,1,649698,,2020-08-17 00:28:11 EDT
336497185,N,1,649718,,2020-08-17 00:28:11 EDT
336497193,N,6,499578,,2020-08-17 00:28:11 EDT
336497193,N,1,648358,,2020-08-17 00:28:11 EDT
336497383,N,1,649738,,2020-08-17 00:28:11 EDT
336497383,N,6,123456,,2020-08-17 00:28:11 EDT
336497391,N,1,649739,,2020-08-17 00:28:11 EDT
336497391,N,6,CONSTR. DATES,,2020-08-17 00:28:11 EDT
336497581,N,6,123456,,2020-08-17 00:28:11 EDT
336497581,N,1,649758,,2020-08-17 00:28:11 EDT
336497789,N,14,"FOCUS,C,1",,2020-08-17 00:28:11 EDT
336497789,N,6,420355,,2020-08-17 00:28:11 EDT
336497987,N,6,449578,,2020-08-17 00:28:11 EDT
336497987,N,1,648358,,2020-08-17 00:28:11 EDT
336498183,N,1,649818,,2020-08-17 00:28:11 EDT
336498183,N,6,123456,,2020-08-17 00:28:11 EDT
336498191,N,1,649819,,2020-08-17 00:28:11 EDT
336498191,N,6,123456,,2020-08-17 00:28:11 EDT
336498381,N,6,524989,,2020-08-17 00:28:11 EDT
336498381,N,1,649838,,2020-08-17 00:28:11 EDT
336498597,N,6,123456,,2020-08-17 00:28:11 EDT
336498597,N,1,649859,,2020-08-17 00:28:11 EDT
336498787,N,1,649878,,2020-08-17 00:28:11 EDT
336498787,N,6,123456,,2020-08-17 00:28:11 EDT
336498795,N,6,670401,,2020-08-17 00:28:11 EDT
336498803,N,1,586178,,2020-08-17 00:28:11 EDT
336499181,N,6,524989,,2020-08-17 00:28:11 EDT
336499181,N,1,649838,,2020-08-17 00:28:11 EDT
336499389,N,1,649938,,2020-08-17 00:28:11 EDT
336499397,N,6,524989,,2020-08-17 00:28:11 EDT
336499397,N,1,649838,,2020-08-17 00:28:11 EDT
336499587,N,6,123456,,2020-08-17 00:28:11 EDT
336499587,N,1,649958,,2020-08-17 00:28:11 EDT
336499785,N,6,123456,,2020-08-17 00:28:11 EDT
336499785,N,1,649978,,2020-08-17 00:28:11 EDT
336500384,N,1,650038,,2020-08-17 00:28:11 EDT
336500582,N,6,123456,,2020-08-17 00:28:11 EDT
336500582,N,1,650058,,2020-08-17 00:28:11 EDT
336500780,N,1,620438,,2020-08-17 00:28:11 EDT
336500780,N,6,123456,,2020-08-17 00:28:11 EDT
336500806,N,1,650080,,2020-08-17 00:28:11 EDT
336500806,N,16,SINGFAM,,2020-08-17 00:28:11 EDT
336501382,N,6,568484,,2020-08-17 00:28:11 EDT
336501382,N,1,650138,,2020-08-17 00:28:11 EDT
336501580,N,6,632451,,2020-08-17 00:28:11 EDT
336501580,N,1,650158,,2020-08-17 00:28:11 EDT
336501606,N,6,123456,,2020-08-17 00:28:11 EDT
336501606,N,1,650158,,2020-08-17 00:28:11 EDT
336501986,N,11,LOG649502,,2020-08-17 00:28:11 EDT
336502588,N,1,650258,,2020-08-17 00:28:11 EDT
336502588,N,6,629907,,2020-08-17 00:28:11 EDT
336502786,N,1,650258,,2020-08-17 00:28:11 EDT
336502786,N,6,629907,,2020-08-17 00:28:11 EDT
336502794,N,1,650258,,2020-08-17 00:28:11 EDT
336502794,N,6,629907,,2020-08-17 00:28:11 EDT
336502992,N,1,650258,,2020-08-17 00:28:11 EDT
336502992,N,6,123456,,2020-08-17 00:28:11 EDT
336503008,N,1,650258,,2020-08-17 00:28:11 EDT
336503008,N,6,123456,,2020-08-17 00:28:11 EDT
336503180,N,1,650258,,2020-08-17 00:28:11 EDT
336503180,N,6,123456,,2020-08-17 00:28:11 EDT
336503198,N,1,650258,,2020-08-17 00:28:11 EDT
336503198,N,6,123456,,2020-08-17 00:28:11 EDT
336503206,N,1,650258,,2020-08-17 00:28:11 EDT
336503206,N,6,123456,,2020-08-17 00:28:11 EDT
336503784,N,1,650378,,2020-08-17 00:28:11 EDT
336503784,N,6,123456,,2020-08-17 00:28:11 EDT
336503792,N,1,650379,,2020-08-17 00:28:11 EDT
336503792,N,6,123456,,2020-08-17 00:28:11 EDT
336503982,N,1,NNNNNNNNN,,2020-08-17 00:28:11 EDT
336504188,N,1,638678,,2020-08-17 00:28:11 EDT
336504386,N,1,638678,,2020-08-17 00:28:11 EDT
336504584,N,1,638678,,2020-08-17 00:28:11 EDT
336504980,N,1,638678,,2020-08-17 00:28:11 EDT
336505789,N,1,650578,,2020-08-17 00:28:11 EDT
336505789,N,6,560401,,2020-08-17 00:28:11 EDT
336506787,N,1,650678,,2020-08-17 00:28:11 EDT
336506993,N,1,650578,,2020-08-17 00:28:11 EDT
336507389,N,1,650738,,2020-08-17 00:28:11 EDT
336507389,N,9,IMMINENT,,2020-08-17 00:28:11 EDT
336508189,N,1,650818,,2020-08-17 00:28:11 EDT
336508189,N,6,123456,,2020-08-17 00:28:11 EDT
336508783,N,6,472392,,2020-08-17 00:28:11 EDT
336509385,N,9,IMMINENT,,2020-08-17 00:28:11 EDT
336509393,N,6,672776,,2020-08-17 00:28:11 EDT
336509781,N,1,650978,,2020-08-17 00:28:11 EDT
336509781,N,6,588988,,2020-08-17 00:28:11 EDT
336509781,N,14,"FOCUS,C,2",,2020-08-17 00:28:11 EDT
336509989,N,1,650998,,2020-08-17 00:28:11 EDT
336509989,N,6,565657,,2020-08-17 00:28:11 EDT
336510789,N,6,410615,,2020-08-17 00:28:11 EDT
336510987,N,1,651098,,2020-08-17 00:28:11 EDT
336510987,N,14,"FOCUS,S",,2020-08-17 00:28:11 EDT
336510995,N,1,651099,,2020-08-17 00:28:11 EDT
336510995,N,6,556077,,2020-08-17 00:28:11 EDT
336511183,N,16,FORM,,2020-08-17 00:28:11 EDT
336511381,N,1,650998,,2020-08-17 00:28:11 EDT
336511589,N,1,651158,,2020-08-17 00:28:11 EDT
336511589,N,14,"FOCUS,S",,2020-08-17 00:28:11 EDT
336511787,N,1,651178,,2020-08-17 00:28:11 EDT
336511985,N,2,BLOOD,,2020-08-17 00:28:11 EDT
336511985,N,3,OTHER,,2020-08-17 00:28:11 EDT
336512181,N,1,650998,,2020-08-17 00:28:11 EDT
336512389,N,6,602219,,2020-08-17 00:28:11 EDT
336512785,N,6,451392,,2020-08-17 00:28:11 EDT
336512983,N,16,SINGFAM,,2020-08-17 00:28:11 EDT
336513387,N,1,650998,,2020-08-17 00:28:11 EDT
336513585,N,1,651358,,2020-08-17 00:28:11 EDT
336513783,N,1,650998,,2020-08-17 00:28:11 EDT
336513981,N,1,651178,,2020-08-17 00:28:11 EDT
336514187,N,8,SIGCASE,,2020-08-17 00:28:11 EDT
336514989,N,14,"FOCUS,S",,2020-08-17 00:28:11 EDT
336514989,N,16,RESCON,,2020-08-17 00:28:11 EDT
336515184,N,1,651178,,2020-08-17 00:28:11 EDT
336515382,N,6,477757,,2020-08-17 00:28:11 EDT
336515580,N,1,651558,,2020-08-17 00:28:11 EDT
336516182,N,6,588398,,2020-08-17 00:28:11 EDT
336516380,N,1,651099,,2020-08-17 00:28:11 EDT
336516380,N,6,556077,,2020-08-17 00:28:11 EDT
336516992,N,1,651699,,2020-08-17 00:28:11 EDT
336516992,N,6,457091,,2020-08-17 00:28:11 EDT
336517180,N,10,IMMLANG-N,,2020-08-17 00:28:11 EDT
336517396,N,1,651739,,2020-08-17 00:28:11 EDT
336517594,N,6,653045,,2020-08-17 00:28:11 EDT
336517594,N,14,"FOCUS,C,1",,2020-08-17 00:28:11 EDT
336517784,N,1,648862,,2020-08-17 00:28:11 EDT
336517784,N,6,408030,,2020-08-17 00:28:11 EDT
336517792,N,6,404038,,2020-08-17 00:28:11 EDT
336517982,N,11,PORTLAND,,2020-08-17 00:28:11 EDT
336518188,N,1,90912086,,2020-08-17 00:28:11 EDT
336518386,N,1,467399,,2020-08-17 00:28:11 EDT
336518592,N,1,651178,,2020-08-17 00:28:11 EDT
336518782,N,6,464735,,2020-08-17 00:28:11 EDT
336518980,N,1,651898,,2020-08-17 00:28:11 EDT
336519582,N,1,651958,,2020-08-17 00:28:11 EDT
336519582,N,6,491793,,2020-08-17 00:28:11 EDT
336519590,N,1,651178,,2020-08-17 00:28:11 EDT
336519988,N,1,651998,,2020-08-17 00:28:11 EDT
336520184,N,1,651178,,2020-08-17 00:28:11 EDT
336520382,N,6,629251,,2020-08-17 00:28:11 EDT
336520580,N,1,652058,,2020-08-17 00:28:11 EDT
336520580,N,6,123456,,2020-08-17 00:28:11 EDT
336521182,N,1,651699,,2020-08-17 00:28:11 EDT
336521182,N,6,457091,,2020-08-17 00:28:11 EDT
336521380,N,4,ATAR,,2020-08-17 00:28:11 EDT
336522982,N,1,652298,,2020-08-17 00:28:11 EDT
336522982,N,6,465777,,2020-08-17 00:28:11 EDT
336523188,N,1,652318,,2020-08-17 00:28:11 EDT
336523584,N,10,IMMLANG-N,,2020-08-17 00:28:11 EDT
336524384,N,1,651699,,2020-08-17 00:28:11 EDT
336524384,N,6,457091,,2020-08-17 00:28:11 EDT
336524582,N,10,PHONE,,2020-08-17 00:28:11 EDT
336524780,N,1,640138,,2020-08-17 00:28:11 EDT
336524988,N,6,589495,,2020-08-17 00:28:11 EDT
336526199,N,10,IMMLANG-N,,2020-08-17 00:28:11 EDT
336526389,N,6,458940,,2020-08-17 00:28:11 EDT
336526785,N,1,640138,,2020-08-17 00:28:11 EDT
336526983,N,1,647918,,2020-08-17 00:28:11 EDT
336526983,N,6,556077,,2020-08-17 00:28:11 EDT
336527387,N,1,651699,,2020-08-17 00:28:11 EDT
336527387,N,6,457091,,2020-08-17 00:28:11 EDT
336528385,N,1,652838,,2020-08-17 00:28:11 EDT
336528385,N,6,123456,,2020-08-17 00:28:11 EDT
336528583,N,16,SINGFAM,,2020-08-17 00:28:11 EDT
336528781,N,1,651699,,2020-08-17 00:28:11 EDT
336528781,N,6,457091,,2020-08-17 00:28:11 EDT
336529185,N,2,ABRASIVE,,2015-12-06 01:02:48 EST
336529185,N,5,IAQVENT,,2015-12-06 01:02:48 EST
336529185,N,16,PWRPRESS,,2015-12-06 01:02:48 EST
336529391,N,1,652939,,2020-08-17 00:28:11 EDT
336529391,N,6,571861,,2020-08-17 00:28:11 EDT
336529581,N,16,SINGFAM,,2020-08-17 00:28:11 EDT
336530795,N,6,479769,,2020-08-17 00:28:11 EDT
336531587,N,1,653158,,2020-08-17 00:28:11 EDT
336531785,N,1,653178,,2020-08-17 00:28:11 EDT
336531785,N,6,123456,,2020-08-17 00:28:11 EDT
336531983,N,1,653198,,2020-08-17 00:28:11 EDT
336531983,N,6,123456,,2020-08-17 00:28:11 EDT
336532395,N,1,653239,,2020-08-17 00:28:11 EDT
336532395,N,6,123456,,2020-08-17 00:28:11 EDT
